uuid,fid2,land_type2,issue_year2
88fbcd17-1947-4f02-bae2-f7794ff46b41,43762,200,2022
23d5a47e-bde4-4942-ba22-29ae181bb892,7376,100,2022
d76bc326-c507-446c-880b-d7ff58ac2bbe,43680,100,2022
ba362a3f-04ec-45a1-993f-6592d2afa109,43827,200,2022
90eb57bb-59bc-463d-aabb-f1a35cbd14f6,32842,100,2022
4c5271d0-323b-460e-b545-d4705ac616c1,8251,200,2022
c508320e-171c-4098-95e4-59e1302c9b90,40250,200,2022
55a6d6ec-9f27-4c23-aafd-a07944a83a23,7335,100,2022
5aadb779-4850-4f5c-8f64-5980ed52779d,8963,100,2022
8ff3fd30-6568-4409-a968-c3094f9d6cd2,7504,100,2022
acd0d447-29ac-4cfb-86f5-04cbaa62a974,7313,100,2022
2461637c-b429-4943-99e2-a0837ca47379,9078,100,2022
5f4ed137-7821-4b33-96f8-e91614b54246,39832,200,2022
b9814324-2332-4709-aa2a-72dc594484b4,7525,200,2022
e763766f-0d4b-4c52-aacc-d3edce4ed42f,8360,200,2022
e55ed54d-ec7b-4a1a-97ab-b16ab287cd48,8903,200,2022
d0e39e9c-8ba3-4ac2-a902-134bd8321898,44113,200,2022
86a1454e-3a06-4a5a-a9fe-aa43a91fe537,32667,200,2022
f0fb1590-18ba-4c75-8494-6c11b798ef11,44211,200,2022
fb64dd97-1e15-4e6a-b605-a44a06d37aa8,44308,200,2022
5c29ebb0-2b46-452a-aec3-31976af0a125,33815,200,2022
6f05f288-ca27-4999-a5b1-bf068dc9eb41,32421,200,2022
453dcb35-af78-463c-9f26-27a3206cd79f,8633,200,2022
9ee2a26e-5335-4cad-b029-9bed67770542,32907,200,2022
109ea06c-a72f-4afe-80d2-9601fd17b11d,40178,200,2022
1eca250e-59ff-4420-acc9-7988abebff60,8459,200,2022
a34212cb-1f98-4843-a8cd-0a75b2344ae4,7294,200,2022
dc3b23f8-0d04-4cbd-9e24-3d2c1f41e5e5,33563,200,2022
78255256-8032-419a-913e-9da5cc4fdd77,8043,200,2022
0d8e7468-8e82-40fd-8a6a-7d66c343f545,33517,200,2022
b403ff82-f9f2-4bfa-9cec-53724f840239,33215,200,2022
cb2fec29-3cbe-427e-84ef-a94a01c7f6bf,8154,200,2022
7a7c4906-9e4d-4cb7-b2dc-f627df86adfc,43714,200,2022
34a4e6ab-b6a5-4c31-9705-852e7492eed7,33967,200,2022
c1023d29-0f77-4e19-8607-d4b7f8fefc87,9087,200,2022
256954cb-b178-40d6-a8a3-631ceb8eda81,7654,200,2022
fd934e9b-6d9f-4835-b9ab-0dbc936f2cac,9053,200,2022
53ffd375-bff7-4fe4-9e78-8204ff9f2cc8,32354,200,2022
87d815ee-f6be-4da7-bff4-1ea927d8a215,44277,200,2022
e4632c1a-f88f-4ba1-bf0a-08824926fb6d,43605,200,2022
eac9eede-55a7-4d1d-b546-2430d88bd70f,32528,200,2022
4ee100c4-7bac-4794-89b3-c12a81fd186a,44059,200,2022
7c4a47b8-f0bf-4fe1-8e7f-fadcc68b46b4,44176,200,2022
17a2aed1-809a-4423-abbc-f959c0f41c54,33852,200,2022
839024e1-fd8c-4c4f-b1d0-d4a4cea7342f,33678,200,2022
c6dea9e6-492c-4d43-b47a-a5afee39faf5,8518,200,2022
a0693228-5b11-4009-b96b-85ecd1a70803,32656,200,2022
d12cd594-6f2b-4f52-a7d9-5579adbb749f,33893,200,2022
c21d3b2a-864b-4494-83f1-98a26d69ab27,7691,200,2022
033a025c-8f12-49d5-8aaf-f107331a68f7,44097,200,2022
02e42ee6-cfa8-40a3-a7b3-6e44d6f23d47,8415,200,2022
9cb29217-b990-42d0-91a4-d109a37b788b,43895,200,2022
d8452855-2034-494b-a240-4e0d534bbdb5,44178,200,2022
011e042d-bb60-4c82-af7f-cb2631d1ebf5,7350,200,2022
c0bcb120-1376-49d4-842c-922e9b879dcb,7697,200,2022
8f248266-a06c-43b2-a953-78f3157c6adb,32543,200,2022
848b4772-d5c1-410b-9275-36269e9239f7,43967,200,2022
3702ee85-5041-4adc-972b-3131081da70d,40083,200,2022
c00557ba-855f-4d31-bfad-78d330cd427a,7323,200,2022
8398bd54-1d88-4ab0-83ec-1a550661530a,8401,200,2022
a2cc2254-7c44-4470-8ff7-91a0e788bc24,33769,200,2022
03da1dcd-2d0b-45db-97f1-1d9892b51d19,8388,200,2022
fbf81a18-a476-490f-b5d4-9151eb33ca9a,7686,200,2022
97780457-9783-4f72-828e-c680b9049ef3,7503,200,2022
4ede5e77-e63e-4496-9600-339638eb2259,7673,200,2022
313f37d9-33fa-4bc9-b14c-073ccb2795c4,32955,200,2022
318a8e28-7ec7-473b-acfc-ed5a506e9ab1,39842,200,2022
398f265a-7c63-484d-8777-f275bfb4f726,7564,200,2022
a560896c-522c-406b-b1b0-753285a659ca,7478,200,2022
a4ae15fc-be2e-4aab-90c3-0d8f7d588ff2,39502,200,2022
546dd9e9-be4e-49b0-b6a4-1d27b61a4ec5,39659,200,2022
02792f6d-1020-4937-b86d-fb1e6bbb4671,39974,200,2022
ab97e3c9-4bf9-41d0-afee-67f5a0b0b66d,44271,200,2022
f4306019-dbe5-4364-bb05-ce5e5c47f1cd,7696,200,2022
f98f272c-b857-42c8-9411-8ef42836a34c,43890,200,2022
9b46d166-9f68-4a70-954f-b6eab8095c3e,9057,200,2022
8b76930a-502d-461d-9444-f8466a822159,7476,200,2022
adfb5b4e-e5b9-475f-b22a-11b7f9c90870,33003,200,2022
9bdc266e-3f5b-425f-a606-50e917c3bd3d,32991,200,2022
6d80fb91-4e0d-4f63-ac38-985de95e8f83,40180,200,2022
e2cfa8a5-8c74-44cd-93e7-d034d8780a02,8705,200,2022
50b264a0-1efb-4b0b-89c3-3508dbc42b4d,33321,200,2022
f04dd112-e4ed-43b1-8957-fd5131720829,8955,200,2022
b49eee24-b126-47b5-86c7-219ffbd54648,8332,200,2022
5f8bf396-28e2-485a-9bab-13509220368e,33988,200,2022
d55f85a9-33ed-47d9-b59e-f55aa1fd97cb,7636,200,2022
530991db-45b3-4315-942a-27dac5e97a61,43973,200,2022
f944eee6-3389-44c1-b5bd-67ebcaac7e46,44112,200,2022
96b1f974-2014-489f-a218-cb2a8c7b7727,43559,200,2022
6f0bd957-e3da-413c-afa6-124344ea8015,32355,200,2022
05938bf6-4025-41e3-9404-eeebfe4aa50f,40464,200,2022
52db911c-4495-4b3e-ab10-24a14cb637d5,33899,200,2022
be63c929-6b1a-4547-a8db-5417cc91e702,18745,200,2022
9f49367e-5522-4b20-b52b-04fc7661de9f,20839,200,2022
88285d24-c79d-42bf-ab96-b8c3e84798f5,43682,200,2022
9074ce4f-fcda-46d0-bf3a-4a0111cba281,43753,200,2022
c6ae0445-817c-4805-8d50-0924bc9b7d5f,44542,200,2022
132eb15c-dd41-4a07-88ed-a6861173602c,8635,100,2022
27f50b99-551f-4edd-a067-810eb4a61bc4,7663,200,2022
b5a53cfc-a01b-47a6-92e2-f13aba91b47f,43740,200,2022
82d796a5-7c65-4e18-b7c6-99ca8c4f72d3,19073,200,2022
a26b4ff6-02fd-475c-b2d4-425895de2341,32609,200,2022
c60944e9-4639-4220-9a51-a9740999aeae,30781,200,2022
fa7bfd9e-83bd-4f79-9b8e-c56e9da7dfb5,31306,100,2022
27e104c0-e459-4a79-aa31-0fb055fc719f,24764,200,2022
531d7887-4b24-45b1-bfce-a2103ef3c86b,25369,200,2022
99b942d9-75b0-47ac-97c9-fed9276dc24f,20879,100,2022
411f110e-35ea-4c26-850e-cfdb1594300c,21057,100,2022
a21c29b8-4b90-44b0-87e8-3d0c6902da0c,11937,100,2022
518efb35-60cd-4a26-b529-689ea6b814bb,11951,100,2022
2154d909-04ee-4afb-8804-472c4e6cdb9e,30529,200,2022
2b8181db-0a4c-49b0-b1cc-c92a1a9491ea,8147,200,2022
291e181d-a01f-4458-a104-8d950da6679b,7671,200,2022
cb7c4ec8-de67-45d9-9162-78f5be84f9f1,40393,200,2022
09341b32-d11d-4195-b0d8-c145635d8398,43686,200,2022
4274a7b8-9692-4985-94e8-56e8d267a285,24281,200,2022
93dc7482-14ba-43a0-ae4f-8fa33ed003f0,23425,200,2022
74448620-c290-4ab8-93c0-b3942febb7d7,1451,200,2022
c5fa9e59-37ee-4e79-8c81-5124ce6cae47,23932,200,2022
cf6e67d0-2c34-4e06-8479-6f859d5e1594,20217,200,2022
32124c36-ba6d-43d2-a4ea-5d28bc14286b,32565,200,2022
b584486c-cdd6-4fea-aa1e-7a72f4e8bd2e,7292,200,2022
0274fd6f-bd0e-4357-877e-b59ba1af4b1b,40448,200,2022
0f0be13f-aeb6-4f37-8af8-77eebcc368a0,8148,200,2022
4aaa43f5-0ab8-4737-84cc-6a456df2dba3,44384,200,2022
3553bc62-3918-40b2-a453-680b5753d9e4,7429,200,2022
fb455dcd-e113-4e4b-930a-6f04e40aac19,33280,200,2022
c064e683-1fdf-4419-bd14-ca3cd243f4d1,32353,200,2022
83338f69-3ece-44e8-b7a7-334b73f16749,8407,200,2022
a673ba1e-6b9e-43d4-b8b3-4a2b9bc3d528,8231,200,2022
8b6e7779-1906-4058-8603-b7c403a2d453,32687,200,2022
52b6056c-a3d5-4e14-9f95-908c7196d758,43643,200,2022
4b205f1b-f78f-4228-9280-df5db9ec27e9,8168,200,2022
edcdd973-55aa-4c63-bf70-a9378ba5e4b5,40493,200,2022
e869c0ba-8ec6-43a2-b37b-6066dfded9f1,7838,200,2022
4488d4a5-96d8-4505-8040-ecbfecc6ae9a,32435,200,2022
239e946a-a060-4dcc-9de4-23b70b01787b,32452,200,2022
0ce1785f-ebf5-4141-8c20-8631416e55f2,8367,200,2022
6df281f1-a144-473c-ac1d-0e76240c8e9c,7787,200,2022
0a4021a2-8ab1-44ec-b533-db88f149c628,8209,200,2022
08687ac7-ef1f-49e8-b92d-1a93ca92c5bf,9009,200,2022
ac2a58b5-80e8-4fed-9842-17e7b631c520,40430,200,2022
67460bd3-590e-4d14-9f30-d9834b12a5ae,40409,200,2022
0626ec73-c38a-40ed-b6da-18d8b1aeebea,7375,200,2022
429bc285-0b40-4508-ac51-597546f55397,7643,200,2022
0bfdf6fd-99dc-4a5f-8e03-06da67fbb5b4,44140,200,2022
768b4d4b-8958-4982-a5af-b31d5cb22b37,44465,200,2022
b1350c2e-60a6-4f41-a80f-356fb66fb9ac,8657,200,2022
33f42bf0-3261-48a0-9cb9-7535d14aaab0,7966,200,2022
7146437a-c5dd-4816-ba8b-08c202bad9ef,8245,200,2022
158f23b8-9d29-48de-80e5-5ca61cadf37a,7530,100,2022
029342cd-13a5-452c-a105-46f96b568902,32607,200,2022
3fde3d92-5a89-41db-be03-03a9434385e1,44322,100,2022
b3919979-c0b0-4b3f-ad4b-1bcdbe99bde6,39986,200,2022
e03e4a81-7720-47d0-b41d-e46deb3cb3b8,33860,100,2022
caf0e7e6-19eb-49fb-82fe-14f9da6f557c,43760,200,2022
e5d76215-0f15-49b1-a2ab-46c4ef29d0df,7488,200,2022
1d685b41-93a6-4ba4-a8a8-9237a88a3d08,44008,200,2022
38943eff-30d3-444e-8c0b-eb3afb038684,9051,200,2022
1b73b50f-3eda-4289-9219-23893c7d61e9,7927,100,2022
76230eae-6468-4a84-859d-2016786dc3f2,44427,200,2022
9842c012-3bab-4624-bbd8-160bb20740e1,43613,200,2022
c8a16923-2dd5-4a4c-90e4-092ac82281cd,44238,200,2022
3afd47f9-4d02-4316-955d-1d0fab0aedc8,43684,200,2022
9b927371-4cd2-43cc-b72b-a6bf17822c4a,8820,200,2022
a54a5159-f31e-4347-a43e-0bcf143b2bd5,32953,100,2022
18bd49f8-5d3b-42ae-9dac-7216602bc757,33889,100,2022
5dba401d-8941-40bf-b44c-75da4674e368,44344,200,2022
a4f6d48c-1a81-4b47-acdf-772a600cddd0,39844,200,2022
4528b021-ee39-4edc-9e21-e111e07910c1,8947,200,2022
9b81d5b1-8668-48f1-a804-b0174b3586be,33279,200,2022
3f5aac6f-86dc-412e-a077-5c6cac47406d,40557,100,2022
c27cd8d4-f202-431a-8d0d-0618f71caf1e,33173,100,2022
dfc0bb13-e4d7-4e40-a6fa-5685c413423f,40094,100,2022
6b39f8db-886b-475d-aac3-5c213eebf609,40398,100,2022
8ce2d66d-9c46-409d-9644-4ded285cce87,40517,200,2022
b491a06b-4332-477b-83b4-68a0d58be0a7,39805,100,2022
0f8dfc98-42fc-461b-b372-038c5b0191c3,33651,100,2022
31a46f4e-1c4a-4c2c-8633-4c9f2f797a45,9062,100,2022
6ce77dab-983e-4b3a-bc1a-feb3015f8fde,34018,200,2022
52693d55-4a7a-44d7-aaf2-6a26950a3802,11743,200,2022
b243ff01-8291-4b8d-a716-b54190aae06e,21409,200,2022
3bfc7cda-13a7-4481-afc2-bb40ec919016,26088,200,2022
f1e00fea-62dd-4439-af49-6ff3987d84dc,36055,200,2022
e616dc95-5c62-4ae3-abdc-d1f827a0575e,12169,200,2022
3c61fc75-76c1-4be9-929b-c81dfe02aa88,22587,200,2022
d88806fa-3599-44c9-bf13-ad3829030b2c,30805,200,2022
b680cb53-656a-4d3e-9e39-f0ae396dad27,25168,200,2022
28b0cda8-e217-4abb-9844-819152a69877,20630,200,2022
d4266a41-37f6-478c-aca6-70f7385ba368,19990,200,2022
8c7f55b6-e5ff-43a4-be8e-d61e3a58cb15,12652,200,2022
ce07c688-c006-42ba-a23c-ed0bbcb1f549,18705,200,2022
899c4b48-6b4d-47c9-a5b3-377e3d9c27d3,24594,200,2022
f35e173a-8066-4201-99bb-9301f083db89,23799,200,2022
4e0249fa-0f7d-4ee4-b5ce-c5ede2d52e66,22182,200,2022
71fc5f36-c6a2-483e-90bf-35114a7ec51b,22546,200,2022
4ec9bc2f-8bc4-4d95-b914-aba845675ebc,1147,200,2022
bb229e2a-90d1-4822-bb19-76d28b9ae700,19629,200,2022
2450adb9-e82a-48d9-b336-c3e1c834d51b,18534,200,2022
bcc6f0a9-edad-4b5e-906a-1fd4e7444be0,26041,200,2022
ca159b67-1c69-4bb5-bb3d-83471d579522,1261,200,2022
a052d097-8eca-45fa-9911-88659875fb93,22284,200,2022
a422900a-efa8-489b-b9e5-4e2239ba6570,13051,200,2022
e074ac40-83f3-4f47-92a0-f76f7feae7d8,20447,200,2022
1b0093fe-e1e7-4713-83ed-bfd059d6daf1,35094,200,2022
0a399cef-368b-45c9-8b39-1ab216534325,23787,200,2022
23aa920a-ce1d-41ce-b557-2e8ca27cd0f7,35786,200,2022
d4294cc1-3af5-4401-b7b5-bbbe46afbf3c,24526,200,2022
aff31050-a17e-40e1-b001-fb5f4f4eabb5,1096,200,2022
fee65c0d-4e4c-4253-a329-90b52593743c,30541,200,2022
c7fb5ff7-7ab4-454c-8354-c7fca73b5223,24680,200,2022
53cb768d-32c4-43d1-88a1-19ded8d52f09,21402,200,2022
b6dd6c13-2353-4f87-8f14-64baa62ccf98,19400,200,2022
b06621cc-e797-4332-be0c-19b999be3600,18579,200,2022
d1fd4f37-9c25-4392-9412-b3d3a8989f0e,21824,200,2022
51d58bf5-a4a7-43be-a0bf-e5b18504e56f,21815,200,2022
62a99728-af0d-4ca2-861e-9d01de5f7b3e,12242,200,2022
94659bf3-866e-49f0-9e2d-e39f661dc92b,23750,200,2022
b41d39b4-8503-42b8-8768-04ce21672fa9,22112,200,2022
dc5b70ad-ce5e-4d05-a28d-0f96449e2a58,19825,200,2022
734e612f-9a80-4faf-b24e-44893e662a9f,20369,200,2022
ea6e4ad5-48c2-4b25-b7c8-77e36bab13ef,1118,200,2022
9f4a26eb-0b9b-476e-8385-8798157233fb,11934,200,2022
afd01eef-23aa-4216-8211-bdfefa58bf2b,20438,200,2022
975ca736-a9f5-47d5-8355-975f758496b1,21035,200,2022
ac2f413a-af63-4321-ac7b-79faae7f352a,12069,200,2022
acfaaf29-70e8-4575-a4a7-e73b975242de,23667,200,2022
6bc24840-936a-4f60-9e51-fb6326fa01d3,1129,200,2022
621d74df-7b30-44e4-a286-db82a7543077,23965,200,2022
5c1d7612-bbf7-4dab-89fd-d82c19504a5e,31622,200,2022
85d5fbb3-2008-4db2-bd48-af37c9eb9b43,24431,200,2022
29f36b60-3411-4bf0-a773-a18d5350e0d3,30319,200,2022
f918e231-e99b-439b-a3f6-f9c03dd59bb8,24949,200,2022
cd4045ef-22c4-4f6f-bd61-f0597eacf5a6,36532,200,2022
39eaa567-2aad-48e3-9650-623d800c9eda,31835,200,2022
8a1d3efc-afbf-4258-b66d-d35af3a48bf5,19765,200,2022
5f788152-93cf-491c-8d54-9178df263414,12577,200,2022
fa43a227-9c6c-4472-94f2-7e4313c7021d,36272,200,2022
777deb2d-d84f-452a-9cd2-058fe083b63b,18649,200,2022
4643cbb8-9351-44a3-bc2b-609b4f853037,21440,200,2022
ab8d45fb-3dca-4783-b600-cf9009ddfad3,30513,200,2022
e92a9838-f632-4a3f-b177-73469e5275f0,11547,200,2022
0ada569e-81bc-4b1b-a2a5-00a7642b011b,12724,200,2022
64e145d7-f912-4aff-bc41-2ac617e515db,13090,200,2022
6d2aa002-dac6-4e30-ae30-c0aa72f67bcc,18945,200,2022
effd219f-1602-4ac0-be3d-d629bd89caf4,12338,200,2022
529b1a5a-15b3-497b-8aec-6c013eae8375,3156,200,2022
a633075c-6585-4eb8-96ff-90ea9edc07dc,3463,200,2022
6b05193f-400b-48b1-95d5-f5e413309dfa,19246,200,2022
d8a38985-3644-4ed7-8e3a-69e277556d26,31501,200,2022
eaf383ee-70a9-4e72-a398-223ad7c10957,20364,200,2022
ee7b6c36-1507-4875-bf01-2d8f384933ce,11770,200,2022
df563188-1454-4bc0-8309-c3eddd127c1e,30894,200,2022
40480dee-cfac-4441-8e7f-9cfc28a237ef,20855,200,2022
aa8a8a6c-fe6b-4019-ae2d-2276c0e2883d,12114,200,2022
27756835-6532-413d-9bb1-adbc15e4b9d6,36076,200,2022
d5284938-128e-46e3-ae2e-a6d70f0bf522,20344,200,2022
c0842af9-86b9-4cb6-913b-27ea742e10fb,31215,200,2022
ad7b588f-887c-4b48-8401-141a19344e75,19965,200,2022
7fe34691-8279-4df8-a9df-3564ce42fcdb,20926,200,2022
73a0a4e5-3393-461c-b8b0-41325e2a6432,25393,200,2022
cf4e9928-59b5-4d72-98e0-86aa3eada04b,31261,200,2022
ff1e7a6d-dd20-4c8c-b084-1e62ab6b5e3d,30324,200,2022
118242ba-5419-411d-8b13-5e9792582a2c,21256,200,2022
debe1bec-f55c-4e1b-a77a-713a8d5001a4,26096,200,2022
8c5ecd2b-f076-4e0b-aba2-6e60a2d9e227,12991,200,2022
cd38328f-b07e-451a-9681-9fbf117f15ce,20731,200,2022
ae70c72c-2c29-4ea2-ab22-b7ab4ce4f47b,31852,200,2022
9c69f2b5-8903-4aff-8200-3836f9b80598,31963,200,2022
556da8d2-1154-40eb-bb18-a1073004fe3f,2060,200,2022
03378e6e-2f3a-42b8-b074-a2e92073ad7f,2430,100,2022
fbbf6616-7210-4aba-b3ec-43b820f91251,31170,200,2022
f901f557-d2ad-46eb-a2b0-2a4b427edd5c,19681,200,2022
35d9dc86-dddd-4f57-9663-7b6e8f49abaa,35417,200,2022
fc9ac343-47da-47f0-bb20-3cef2030c365,35230,200,2022
603cedba-4876-4f90-9011-f14b5ee655d4,23117,200,2022
a64fc7c2-9477-480a-aa11-0309c79574fb,23911,200,2022
d70a13cf-7bc4-4d7d-8962-88769b5600a5,23540,200,2022
ad2ff6a0-be90-4cab-9a2b-bc3f26211082,21740,200,2022
9a108776-1ec0-4544-aca7-a085ea992466,22965,200,2022
7658358c-a435-469f-a3d0-2e18ba11d364,23688,200,2022
7fde2baf-8ac8-4c6b-b375-8b4c543b9327,21518,200,2022
b98235be-c312-4117-a96f-182367739105,23609,200,2022
fc9b14a6-caf2-4ae0-be09-88ea13b97b71,22034,200,2022
165a633e-59f7-4531-b994-42862e39bb5c,21685,200,2022
1d5c7ccb-2e2a-4eda-bea5-fc3c9936823f,18637,200,2022
9143ad04-1771-4c1e-915b-34acaa24bc47,30739,100,2022
6ca1bd41-7891-4638-9b3e-b1977fd3eea8,2111,100,2022
48d193c2-44c4-48e9-853a-d9c5cc565819,19538,100,2022
3df17286-343f-4bab-b64a-0873aef6ec2f,16496,100,2022
045d11c5-520a-47d6-abd0-e5f2222f3cc1,1993,100,2022
0753ef8f-c5e5-4cda-972a-4ca26bad23e9,16177,100,2022
01b9ca9f-b9a9-4af3-b368-c55ddff36534,25025,100,2022
c99489b4-21ac-4c3c-8124-9dcc7fdfe2a8,2304,100,2022
5cd2823b-4968-417a-8437-d845218b4cf5,21915,200,2022
7806c791-79e1-4bc3-a57b-6dbbe36e3417,19065,200,2022
1ff887cd-4094-4b37-abd4-1311393d7ec3,23444,200,2022
0da7c576-9c64-43d0-8f76-3f516df295df,23029,200,2022
330f2f95-5098-4fe1-8e14-b6bc4a415f91,30309,200,2022
8c8e904c-0371-4919-8661-f480a015872b,12678,200,2022
a686c68c-dd29-41fa-b2d2-9035a520bf98,18805,200,2022
f31874d3-4e53-48f8-8e05-1ca8bd7b5bd5,21245,200,2022
6955873d-c545-41f0-8875-c215320f27af,19912,200,2022
f5ae6085-a0b5-4181-badd-40a03da701e6,20539,200,2022
526b2ec6-212d-49e1-ad3f-50e988f3eaed,1752,100,2022
d2731507-ddb6-408e-a079-4ceda26d193e,21552,200,2022
3368357d-ba3c-492b-85b2-316d757892dc,25254,200,2022
fe144649-57ae-48db-bc26-1a0841cdf7b2,23896,200,2022
e6da201e-ae3c-45de-8d56-229bf8c64cbe,31575,200,2022
fee743bf-2337-484e-bdca-2987f2ba1d57,30355,200,2022
70b9f9f2-5da7-4fe9-aad8-895d1c126279,31951,200,2022
4bc6dbd8-cf62-431a-8a2f-037cb08e7b0f,19599,200,2022
8caa7d40-bfa7-438b-8d54-5c34f09b400f,26410,200,2022
d8a4debe-9e61-4c6c-8c5c-2d6279b4da0a,31346,100,2022
400f491b-42d1-4393-99c3-ec4e2d8a83ff,13413,100,2022
24d7ce1e-1591-4bfd-b3c1-443d8284ee04,31600,200,2022
0996c800-ac75-4c7f-9531-247900ff4c19,22768,100,2022
5d6bd2d8-608c-4abc-a5c0-0b6a1e672abe,2470,100,2022
176d0358-8e0f-45f4-8207-b4c632b84bd4,1051,100,2022
351afd42-61ce-4dd7-9424-29325a5f62f4,30410,100,2022
a72b939d-967b-4231-b355-80f2b7aa67ac,16284,100,2022
1adc1a36-ace2-4a1e-ab9c-403a626f10ba,15883,100,2022
b15c4b1d-81d7-408f-9472-1824a086a533,16218,100,2022
493ab46f-382d-496c-8398-e4a60bb8b0b5,18638,100,2022
8874e563-c2f6-4015-9237-29bb188546d4,2157,100,2022
47e6dfa9-ac09-42cb-a896-ac6aa826400e,1588,200,2022
ba7c982b-0030-4b22-8bae-34dea0918349,16982,100,2022
d8228e52-b441-4e82-a3c1-f819462c32a4,16045,100,2022
30ca8bf1-0d48-4446-a7f6-b403cd6f75e9,1648,100,2022
af08626f-7a28-4541-ac3a-c28fdfac24ad,25613,100,2022
80834a45-9729-4011-a4af-757a4f7a9230,26099,100,2022
f3b77478-e17d-4d6f-957b-c4e1e4bda860,17534,200,2022
2e0817b2-b7f8-4137-bab4-950ea3db3e33,2469,100,2022
388840f6-bfa8-4323-ab80-328d590854d4,21369,100,2022
4943f8c8-271f-41d2-8009-7c8ed5e5d056,16091,100,2022
f4c4d014-235c-475f-8391-a20d17ca82b3,19262,100,2022
5e40ce3e-fa36-43ee-a820-dcf9346c222f,2764,100,2022
f0216178-9c0f-490b-8b5c-105ef3bf8109,1065,100,2022
0f5c506a-908c-4e30-806f-e5ac414fd1f2,31942,100,2022
7141a898-bdfd-4a9c-8633-33301dcf3b2a,2756,100,2022
be7104eb-07a5-4b04-a35f-4c953ccf9256,16156,100,2022
8299d4a0-da8b-42d2-9ade-6d20b7b492b5,16116,100,2022
f17eebe1-c34c-45cd-9fda-854fdb2f689c,15946,100,2022
6baebe00-9ab4-413a-9997-a81a41923fc8,1575,200,2022
cde2789c-4f2e-4330-86c8-5a9173c82aa9,16342,100,2022
f7faae2a-f146-422e-a63b-2e767e5be3ef,1072,100,2022
f6f7e20a-6d9e-42a3-bde9-bdd78f8610b5,25417,100,2022
240ad606-143a-4ea6-8d70-b3350f9ecd5e,25589,100,2022
f33f16c3-beca-4d44-8f67-b432febb0a64,1640,100,2022
711bface-ccff-4322-aaff-866e0e3cc8cf,11913,100,2022
f0d6213d-8d61-46cd-895e-8e18691e3b0a,2657,100,2022
411be9b3-5043-4e94-8b47-0e851b687d3c,15924,100,2022
fb18a402-46f2-4eb9-b155-7ebe521519b6,1044,100,2022
b0a14b96-b4e7-4357-ab2f-afa49a8b105c,1569,100,2022
d5dac800-572c-4dc0-8852-3e644008cf5a,1613,100,2022
565eb8d6-3962-404a-a2a7-832f7d427a03,25920,100,2022
8f96c7d4-9352-450c-9366-9c88d75789bc,24910,100,2022
b64fe60b-740b-470a-9293-bde2841a1446,25930,100,2022
d804a6a3-1df6-4c5e-9eb1-b57249b0c20f,25386,100,2022
9354f855-3087-4a28-87cf-2fc53bb22921,30456,100,2022
b3e95c01-679d-4fb2-8888-516e1b559617,937,100,2022
ea2e7fc0-e867-44e8-8879-0d071f136b3e,3438,100,2022
c592ed9d-7f74-4306-b76a-d2cf3ceb8a33,25257,100,2022
ba669802-0b2b-4104-8b43-05134f26ef75,31426,100,2022
b5cd67b7-1053-4291-9ff9-a1053e068d30,2868,100,2022
12bf4cea-0282-4622-a602-5881b210488e,32300,100,2022
dd83c55f-8de8-48d2-af8a-adc65e1d6195,21078,200,2022
55659833-de38-44f7-9843-81b990ecc067,19718,200,2022
9a83b81a-96f8-4bd1-ab3a-b9072e3b77aa,21929,200,2022
003bed34-01b3-41f8-8093-2fcdd26bb1d5,22691,200,2022
b9b147af-bb86-46dc-945c-5112910b51b7,23061,200,2022
de42283f-f01e-4c85-8fb3-3ec3604d72c9,23289,200,2022
6ae5d372-ab00-4393-a757-5edf2178b956,23080,200,2022
cedec299-392c-4e67-9e77-7308ec6a8967,19286,200,2022
e3be95f0-2d26-46e7-b821-dc4b966eda17,23473,200,2022
217d181c-2508-4b8e-9a6e-b07c8d4a608b,22959,200,2022
9047453e-71c9-4fac-b519-1060c1f18847,22933,200,2022
2a15d665-922f-4a61-a4e8-92da8fd3724e,21120,200,2022
d0718c19-6dcc-4b03-8075-6e2283c671c9,18160,200,2022
1f96f042-a7cb-413a-932b-f525f174812a,18918,200,2022
ce6ff179-cbf3-4fd6-9de6-646fcf516b39,22579,200,2022
22f4d931-22a1-48dd-8d23-e2015e52b2a1,20225,200,2022
f18eb87d-9f5f-4ba5-b7aa-ad022a41f9a6,18461,200,2022
5c4fc410-75f2-4af3-8e8c-5f55b86ffc29,19730,200,2022
d28c64a9-b63d-4072-9b67-9c29f722a467,18732,200,2022
48eb5daf-3c2b-4332-a23b-0ef6a4936080,23550,200,2022
fcb3ccc2-daf3-48bd-b476-c023a3ebebae,20707,200,2022
7239826e-85a0-4b05-aa5a-ceb0cf301547,1594,100,2022
7caf82f3-80c1-48aa-b241-101e484d901e,16183,100,2022
bc9f37dc-50a2-479a-a761-0fd8685169fe,2700,200,2022
09883479-5377-4ccb-ad86-2ca8283a881f,16403,100,2022
5a8dc95f-5ddf-4a6b-ac68-4df2d8b8527f,21129,200,2022
e2014a73-3127-4a4a-9224-4a5271d33752,1076,200,2022
8d1071c3-d3c1-4efb-b760-165edeb5f013,26148,100,2022
51a591e8-5839-4918-b983-5a5b9f364b37,24854,100,2022
d229c292-492b-44ff-93e4-707be3ff4b5d,1048,100,2022
e37b2d35-2b57-42f5-b15d-54c70d9d82ed,15950,100,2022
959da877-cd07-4ced-948d-d2b45bb5f0d2,16538,100,2022
